answer,benchmark_type,confidence_score,evaluation_status,failure_reason,generated_tokens,invalid_output,is_correct,latency_ms,model_name,model_source,parameter_size,prediction,prompt_tokens,question_id,raw_generation,sampling_seed,subset_sampling_method,workflow,blockchain_logging_latency_ms,confirmation_latency_ms,end_to_end_latency_ms,audit_hash_present,review_flag,failure_type
B,real,0.55,completed,,8,0,1,512.5547125935555,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,154,test-00655," B
The correct answer is B.",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,13.80925891640754,93.20941494922951,619.5733864591925,1,0,none
B,real,0.55,completed,,2,0,1,138.19795846939087,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,179,test-00671, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,23.90360735980676,206.1830946524765,368.2846604816741,1,0,none
C,real,0.55,completed,,2,0,1,136.68103516101837,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,203,test-00675, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,32.09104769926434,556.6876701975974,725.4597530578801,1,0,none
B,real,0.55,completed,,2,0,0,136.02398708462715,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,236,test-00684, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,29.84256048992992,256.1366866009191,422.0032341754762,1,0,wrong_answer
C,real,0.55,completed,,2,0,1,136.75034791231155,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,133,test-00685, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,17.04022266401593,198.8267644519904,352.6173350283179,1,0,none
A,real,0.55,completed,,2,0,1,137.70460709929466,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,239,test-00690, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,21.659010128313078,163.9122585604948,323.27587578810255,1,0,none
B,real,0.55,completed,,2,0,1,138.53075355291367,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,248,test-00691, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,18.552808700566562,141.09302466631397,298.1765869197942,1,0,none
A,real,0.55,completed,,2,0,1,142.83863827586174,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,215,test-00694, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,18.4653911594825,163.5837734095495,324.8878028448937,1,0,none
C,real,0.55,completed,,2,0,0,137.1980831027031,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,187,test-00701, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,26.504407055083547,140.48891871486651,304.19140887265314,1,0,wrong_answer
D,real,0.55,completed,,8,0,1,522.8782631456852,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,274,test-00703," D
The patient's symptoms, lab",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,12.943281673676436,251.68180528983876,787.5033501092004,1,0,none
D,real,0.55,completed,,2,0,1,141.98298752307892,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,149,test-00704, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,23.43417453747402,150.47360807435092,315.89077013490385,1,0,none
C,real,0.55,completed,,2,0,1,138.15218955278397,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,223,test-00707, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,17.78095177147525,147.59007546160555,303.52321678586475,1,0,none
C,real,0.55,completed,,2,0,0,138.2983736693859,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,248,test-00710, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,25.597812869412937,104.79274493982017,268.688931478619,1,0,wrong_answer
C,real,0.55,completed,,2,0,1,146.77415043115616,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,202,test-00711, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,18.862580656732828,176.02770675967867,341.6644378475677,1,0,none
A,real,0.55,completed,,2,0,1,137.76902481913567,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,334,test-00713, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,15.213812909868542,120.37382366806871,273.3566613970729,1,0,none
D,real,0.55,completed,,2,0,0,137.6168392598629,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,156,test-00718, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,19.29135083275492,165.9388380467171,322.84702813933495,1,0,wrong_answer
C,real,0.55,completed,,2,0,0,142.49663427472115,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,218,test-00723, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,21.636106831138093,287.658453095007,451.79119420086624,1,0,wrong_answer
D,real,0.55,completed,,2,0,0,137.91172951459885,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,203,test-00726, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,18.161658142730577,212.21991029139355,368.29329794872297,1,0,wrong_answer
A,real,0.55,completed,,2,0,0,137.52717897295952,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,193,test-00736, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,20.335768426912466,225.8979240042837,383.7608714041557,1,0,wrong_answer
B,real,0.55,completed,,2,0,1,139.88318294286728,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,193,test-00743, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,15.799099803861473,211.28284971998494,366.9651324667137,1,0,none
A,real,0.55,completed,,2,0,0,144.1696658730507,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,261,test-00745, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,10.558178603631543,184.85762412795216,339.5854686046344,1,0,wrong_answer
B,real,0.55,completed,,2,0,1,152.15632691979408,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,240,test-00756, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,22.541941797073257,169.97632235547897,344.6745910723463,1,0,none
A,real,0.55,completed,,8,0,0,519.7787135839462,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,231,test-00763," C
The symptoms described in the case",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,21.43792804718057,156.71737967889186,697.9340213100186,1,0,wrong_answer
C,real,0.55,completed,,2,0,0,141.93380251526833,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,264,test-00764, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,18.679307381773064,253.29618732098996,413.9092972180314,1,0,wrong_answer
C,real,0.55,completed,,2,0,0,141.91556349396706,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,235,test-00777, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,18.310495104741914,110.50369250236585,270.72975110107484,1,0,wrong_answer
C,real,0.55,completed,,2,0,0,140.46016708016396,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,210,test-00778, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,23.323132990145915,329.073791105796,492.8570911761059,1,0,wrong_answer
C,real,0.55,completed,,8,0,1,511.4736221730709,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,224,test-00789," C
The patient's presentation of sudden",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,16.05620013981702,182.78159663675862,710.3114189496466,1,0,none
B,real,0.55,completed,,2,0,1,137.72383332252502,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,187,test-00790, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,15.085563721075792,128.51449186428675,281.3238889078876,1,0,none
C,real,0.55,completed,,2,0,0,140.85158705711365,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,203,test-00798, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,17.171212512882164,144.43666620626016,302.45946577625597,1,0,wrong_answer
B,real,0.55,completed,,2,0,1,141.05736836791039,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,159,test-00805, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,24.231321060593928,132.72922760887437,298.01791703737865,1,0,none
C,real,0.55,completed,,2,0,1,137.9774548113346,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,347,test-00808, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,12.725317739498601,193.45593790468465,344.15871045551785,1,0,none
D,real,0.55,completed,,2,0,0,137.58490979671478,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,204,test-00811, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,24.24788158019007,130.31146647967836,292.1442578565832,1,0,wrong_answer
A,real,0.55,completed,,2,0,0,137.5340335071087,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,178,test-00816, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,15.341453509400829,300.94149898953276,453.81698600604227,1,0,wrong_answer
C,real,0.55,completed,,2,0,0,149.370688945055,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,455,test-00822, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,13.669757116732297,126.6236503929846,289.6640964547719,1,0,wrong_answer
B,real,0.55,completed,,2,0,0,139.00822401046753,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,253,test-00826, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,24.665048892147098,64.7362926862623,228.40956558887694,1,0,wrong_answer
A,real,0.55,completed,,8,0,1,523.3041346073151,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,119,test-00836," A
The combination of captopril",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,17.569232769958617,129.5423078286116,670.4156752058852,1,0,none
B,real,0.55,completed,,8,0,0,541.1863476037979,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,199,test-00850," A
The correct answer is A.",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,13.004730381825526,72.90245559699262,627.093533582616,1,0,wrong_answer
D,real,0.55,completed,,2,0,1,152.0489975810051,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,264,test-00864, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,16.45597269592137,176.7994197307944,345.3043900077208,1,0,none
A,real,0.55,completed,,2,0,1,152.26753056049347,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,212,test-00869, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,22.71748439377708,289.9121485806302,464.89716353490076,1,0,none
D,real,0.55,completed,,2,0,1,160.16922146081924,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,400,test-00879, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,24.249361958595696,240.91610503791114,425.3346884573261,1,0,none
B,real,0.55,completed,,2,0,1,150.40964633226395,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,179,test-00893, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,16.177106882897707,98.59707281210999,265.1838260272716,1,0,none
A,real,0.55,completed,,2,0,1,151.57152712345123,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,178,test-00894, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,19.924536211057355,127.73297782079636,299.22904115530497,1,0,none
B,real,0.55,completed,,2,0,0,154.31281179189682,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,389,test-00900, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,21.518067175493343,400.75166327847836,576.5825422458686,1,0,wrong_answer
C,real,0.55,completed,,2,0,0,150.6657861173153,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,195,test-00911, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,15.320857486765547,207.7399349817518,373.7265785858326,1,0,wrong_answer
D,real,0.55,completed,,2,0,0,155.9523418545723,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,360,test-00913, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,19.6707109709702,180.33392345658763,355.9569762821301,1,0,wrong_answer
C,real,0.55,completed,,2,0,1,156.59436210989952,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,273,test-00927, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,17.857119481448983,289.5086001346676,463.9600817260161,1,0,none
A,real,0.55,completed,,2,0,1,144.67159658670425,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,171,test-00930, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,15.742525091945575,542.7725509577648,703.1866726364146,1,0,none
D,real,0.55,completed,,8,0,1,531.1925448477268,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,110,test-00943," D
The correct answer is D.",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,15.91615727452018,322.6005355519256,869.7092376741725,1,0,none
B,real,0.55,completed,,2,0,1,141.62492007017136,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,146,test-00947, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,18.304197010042998,191.65439337945557,351.5835104596699,1,0,none
A,real,0.55,completed,,2,0,0,135.90671122074127,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,128,test-00950, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,18.134843258076224,211.14952463926403,365.1910791180815,1,0,wrong_answer
C,real,0.55,completed,,2,0,1,137.43937015533447,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,216,test-00955, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,15.626985656513286,237.61287099707414,390.6792268089219,1,0,none
B,real,0.55,completed,,8,0,1,536.5430563688278,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,514,test-00958," B
The patient's symptoms and lab",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,16.181772926229552,136.625352624655,689.3501819197123,1,0,none
B,real,0.55,completed,,2,0,1,139.09722492098808,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,232,test-00959, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,23.7766989996126,111.78004854894962,274.6539724695503,1,0,none
B,real,0.55,completed,,2,0,0,138.4187899529934,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,267,test-00966, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,18.98840522725738,184.29890780174813,341.7061029819989,1,0,wrong_answer
A,real,0.55,completed,,2,0,1,138.0113661289215,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,289,test-00968, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,22.45796522140841,117.53213641946948,278.00146776979943,1,0,none
C,real,0.55,completed,,2,0,0,140.71548730134964,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,204,test-00983, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,24.308529959249903,175.08976098238858,340.11377824298813,1,0,wrong_answer
C,real,0.55,completed,,8,0,0,520.4518213868141,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,268,test-00991," A
The patient's presentation with marked",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,20.854762153358525,187.9568130998143,729.2633966399869,1,0,wrong_answer
B,real,0.55,completed,,2,0,1,140.82099124789238,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,157,test-00998, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,31.756370035100414,516.1635361213953,688.7408974043881,1,0,none
D,real,0.55,completed,,2,0,0,150.34810081124306,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,389,test-01008, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,14.644220462645304,122.72969718684514,287.7220184607335,1,0,wrong_answer
B,real,0.55,completed,,2,0,1,139.1756720840931,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,179,test-01014, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,22.03152002005182,170.4005481960977,331.60774030024265,1,0,none
B,real,0.55,completed,,2,0,0,141.4833441376686,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,279,test-01018, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,16.623806003731932,167.17155332789267,325.2787034692932,1,0,wrong_answer
C,real,0.55,completed,,2,0,0,139.493215829134,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,299,test-01020, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,28.62606234683632,219.14784446090724,387.2671226368775,1,0,wrong_answer
A,real,0.55,completed,,2,0,0,139.11904394626617,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,303,test-01022, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,27.535657145205278,288.2945787016537,454.94927979312513,1,0,wrong_answer
B,real,0.55,completed,,2,0,1,142.8186669945717,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,197,test-01035, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,11.043245370781484,144.3497645724543,298.21167693780745,1,0,none
A,real,0.55,completed,,2,0,0,142.73792132735252,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,207,test-01065, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,14.127951306612218,124.3808758456504,281.2467484796151,1,0,wrong_answer
B,real,0.55,completed,,8,0,1,515.711110085249,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,250,test-01089," B
The patient's symptoms, including",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,21.251978259343762,86.02492447330232,622.9880128178951,1,0,none
C,real,0.55,completed,,2,0,1,139.17843624949455,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,183,test-01090, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,21.929627147938724,118.64843910392241,279.7565025013557,1,0,none
B,real,0.55,completed,,2,0,1,139.02020081877708,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,240,test-01092, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,21.639336916363863,229.14505396395398,389.80459169909494,1,0,none
D,real,0.55,completed,,2,0,1,149.07826483249664,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,212,test-01098, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,17.683914230842102,183.73564630790423,350.497825371243,1,0,none
A,real,0.55,completed,,2,0,0,153.86966615915298,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,274,test-01100, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,20.16910471534038,113.97869593670129,288.01746681119465,1,0,wrong_answer
A,real,0.55,completed,,2,0,1,142.87377521395683,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,188,test-01101, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,21.192071308508094,152.20244146654548,316.26828798901045,1,0,none
C,real,0.55,completed,,2,0,0,148.4830304980278,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,397,test-01102, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,17.65296822294605,182.56744700833912,348.703445729313,1,0,wrong_answer
B,real,0.55,completed,,2,0,0,145.12598514556885,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,325,test-01106, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,23.27075099720436,225.79158197133884,394.188318114112,1,0,wrong_answer
A,real,0.55,completed,,2,0,1,141.35373383760452,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,177,test-01107, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,10.231768568512388,137.81736851537556,289.4028709214925,1,0,none
C,real,0.55,completed,,2,0,0,142.2485075891018,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,189,test-01110, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,21.09044591686845,160.8156736502764,324.15462715624665,1,0,wrong_answer
D,real,0.55,completed,,8,0,1,519.7146870195866,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,344,test-01115," D
The patient experienced symptoms such as",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,13.89957973551785,79.41293155208176,613.0271983071862,1,0,none
A,real,0.55,completed,,8,0,1,514.8711241781712,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,230,test-01130," A
The patient's symptoms, including",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,22.874922196010765,107.21468646755355,644.9607328417354,1,0,none
A,real,0.55,completed,,2,0,0,139.18570429086685,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,150,test-01131, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,16.999784230860836,372.7578067437326,528.9432952654603,1,0,wrong_answer
A,real,0.55,completed,,2,0,1,138.0186565220356,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,195,test-01134, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,14.41363941845085,67.24169713461708,219.67399307510354,1,0,none
A,real,0.55,completed,,8,0,1,514.4507847726345,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,178,test-01147," A
The correct answer is A.",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,19.76370741786082,154.61616675680602,688.8306589473013,1,0,none
A,real,0.55,completed,,8,0,1,522.1003741025925,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,134,test-01148," A
The scenario describes an increase in",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,14.33262465938604,198.6602450091015,735.09324377108,1,0,none
B,real,0.55,completed,,2,0,1,143.3936506509781,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,348,test-01152, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,14.3274859026576,152.0941429285229,309.8152794821586,1,0,none
A,real,0.55,completed,,2,0,0,151.0612592101097,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,440,test-01153, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,12.164819870193439,125.12158760504924,288.3476666853524,1,0,wrong_answer
D,real,0.55,completed,,8,0,0,555.1979430019855,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,200,test-01154," B
The correct answer is B.",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,17.88021544548667,175.1200101747005,748.1981686221727,1,0,wrong_answer
A,real,0.55,completed,,8,0,0,541.0846695303917,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,171,test-01159," C
The patient's history of recent",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,20.380481188165653,179.59825148506837,741.0634022036256,1,0,wrong_answer
B,real,0.55,completed,,2,0,0,145.51854878664017,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,190,test-01163, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,23.2458879593726,173.4698863594131,342.23432310542586,1,0,wrong_answer
B,real,0.55,completed,,8,0,1,568.8897669315338,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,533,test-01165," B
The patient's symptoms, including",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,17.373391166830544,77.32260897790134,663.5857670762657,1,0,none
D,real,0.55,completed,,2,0,1,145.6942856311798,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,316,test-01172, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,23.390631056959137,168.44768356863034,337.5326002567693,1,0,none
D,real,0.55,completed,,3,0,1,211.43129840493202,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,315,test-01181, D.,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,18.081006120615683,122.50552613323474,352.01783065878243,1,0,none
A,real,0.55,completed,,8,0,0,533.5514210164547,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,141,test-01206," D
The correct answer is D.",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,17.585059291889888,140.67829772860662,691.8147780369512,1,0,wrong_answer
D,real,0.55,completed,,2,0,0,143.45064014196396,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,161,test-01217, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,20.77525250335878,199.35666250126351,363.5825551465863,1,0,wrong_answer
A,real,0.55,completed,,2,0,0,143.91092583537102,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,214,test-01223, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,23.452332383462196,240.15505773128493,407.5183159501181,1,0,wrong_answer
D,real,0.55,completed,,2,0,0,144.236758351326,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,266,test-01224, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,16.52729314402872,269.48336183964284,430.24741333499753,1,0,wrong_answer
C,real,0.55,completed,,8,0,1,543.8056662678719,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,306,test-01229," C
The patient's presentation suggests pre",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,16.935827568257412,143.96510952459042,704.7066033607197,1,0,none
C,real,0.55,completed,,2,0,0,143.30682530999184,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,322,test-01238, A,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,17.290615656440416,272.80523083873317,433.4026718051654,1,0,wrong_answer
C,real,0.55,completed,,2,0,0,146.01921290159225,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,D,337,test-01239, D,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,18.37634132372255,305.25095469534676,469.6465089206616,1,0,wrong_answer
C,real,0.55,completed,,2,0,1,156.9891758263111,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,337,test-01246, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,14.371825183556302,300.19849832427593,471.5594993341433,1,0,none
A,real,0.55,completed,,8,0,1,543.7756702303886,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,A,176,test-01251," A
The symptoms described, including facial",7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,23.274847543421387,336.4173234503414,903.4678412241515,1,0,none
B,real,0.55,completed,,3,0,1,216.23653918504715,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,232,test-01253, B.,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,16.285405684325845,168.5781976630932,401.1001425324662,1,0,none
B,real,0.55,completed,,2,0,1,150.9147323668003,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,421,test-01265, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,20.20606126640421,166.43377609132432,337.55456972452885,1,0,none
C,real,0.55,completed,,2,0,1,144.82861757278442,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,C,251,test-01271, C,7,seeded_sample_without_replacement_from_medqa,backbone_with_blockchain_logging,14.643603439731177,260.92413683844933,420.39635785096493,1,0,none
B,real,0.55,completed,,2,0,1,147.70755544304848,Qwen/Qwen2.5-3B-Instruct,local_dir,3B,B,237,test-00004, B,7,seeded_sample_without_replacement_from_medqa,backbone_with_audit_review_flag,12.790985680443868,104.77853489517994,265.2770760186723,1,0,none
